EPOCH_TIME_yyyy-mm-ddThh:mm:ss.sssZ,HELIOGRAPHIC_LATITUDE_deg,HELIOGRAPHIC_LONGITUDE_deg,BR_(RTN)_nT,BT_(RTN)_nT,BN_(RTN)_nT,FIELD_MAGNITUDE_AVG._nT,BULK_FLOW_SPEED_km/s,ELEVATION_ANGLE_Deg,AZIMUTH_ANGLE_Deg,ION_DENSITY_N/cm3,TEMPERATURE_Deg_K
 2019-09-12T12:00:00.000Z,7.2,272.2,2.6,-2.9,1.8,4.4,416,-1.9,-0.3,5.4,57313
 2019-09-12T13:00:00.000Z,7.2,272.3,3.3,-0.9,3.3,5,413,-2.1,-0.3,5.2,59251
 2019-09-12T14:00:00.000Z,7.2,272.3,3.6,-0.5,0,4.5,415,-2.2,-1.1,6.3,67308
 2019-09-12T15:00:00.000Z,7.2,272.4,3.5,-2.6,-0.7,4.9,410,-3.3,0.6,6.5,66993
 2019-09-12T16:00:00.000Z,7.2,272.4,2.5,-3.6,1.1,5,411,-4.3,1.3,6.4,63184
 2019-09-12T17:00:00.000Z,7.2,272.5,3.4,-0.5,-1.8,4.6,404,-2.3,-1.3,8,58158
 2019-09-12T18:00:00.000Z,7.2,272.5,4.8,0.2,-1.2,5.2,404,-3.1,-2.3,10.3,51866
 2019-09-12T19:00:00.000Z,7.2,272.5,5.2,0.3,1.2,5.4,402,-4.7,-1.7,11.1,47679
 2019-09-12T20:00:00.000Z,7.2,272.6,5.5,0.2,2.3,6.3,408,-5.1,0.3,9.4,47426
 2019-09-12T21:00:00.000Z,7.2,272.6,6.1,0.2,3.8,7.3,419,-5,0.7,6.7,50837
 2019-09-12T22:00:00.000Z,7.2,272.7,5.6,1.1,3.9,7.4,426,-4.6,0.3,8,61045
 2019-09-12T23:00:00.000Z,7.2,272.7,4.4,1,4.7,6.8,438,-4.6,0.7,9.6,73288
 2019-09-13T00:00:00.000Z,7.2,272.7,3.6,0.9,4.2,6.5,453,-2.8,0.3,7.5,104866
 2019-09-13T01:00:00.000Z,7.2,272.8,2.4,-2.9,0.5,7,453,-1.8,0.6,5.5,137574
 2019-09-13T02:00:00.000Z,7.2,272.8,3.9,-3,2,6.3,450,-1.5,0.4,6.7,142095
 2019-09-13T03:00:00.000Z,7.2,272.9,-2,-3.6,0.8,6.5,464,-0.8,-0.5,6.9,169284
 2019-09-13T04:00:00.000Z,7.2,272.9,3,-3.2,-0.3,6,471,0.7,-0.3,7.3,190177
 2019-09-13T05:00:00.000Z,7.2,272.9,4.1,-1,2.1,5.6,469,-0.5,-0.7,7.6,183858
 2019-09-13T06:00:00.000Z,7.2,273,4.3,-1.7,1.2,6.4,467,-0.2,0.3,7.5,179321
 2019-09-13T07:00:00.000Z,7.2,273,4.6,-1.6,3.5,7.8,477,-0.8,-1.1,6.8,156589
 2019-09-13T08:00:00.000Z,7.2,273.1,6.6,-1.8,3.5,8,467,-1.2,-1.1,6.1,148133
 2019-09-13T09:00:00.000Z,7.2,273.1,5.6,-1.2,4.7,7.8,481,-0.4,-1.7,6.2,148155
 2019-09-13T10:00:00.000Z,7.2,273.1,6.1,-2.2,2.6,7.3,475,0.8,-0.4,5.8,161599
 2019-09-13T11:00:00.000Z,7.2,273.2,6.4,-2.1,5,8.5,480,0.8,-1.2,4.2,111994
 2019-09-13T12:00:00.000Z,7.2,273.2,6.4,0.4,1.2,6.8,479,3.3,-2.7,5.1,170948
 2019-09-13T13:00:00.000Z,7.2,273.3,6.9,-1.7,3.6,8.2,476,2.3,-2.1,4.2,149249
 2019-09-13T14:00:00.000Z,7.2,273.3,5.5,-2.8,1.9,6.8,472,4.7,-2.1,4.8,176693
 2019-09-13T15:00:00.000Z,7.2,273.4,6.5,-1.2,4.3,8.1,470,4.2,0.2,4.1,147784
 2019-09-13T16:00:00.000Z,7.2,273.4,4.4,-4.5,0.3,8.1,469,3.4,4,3.8,149955
 2019-09-13T17:00:00.000Z,7.2,273.4,4.7,-0.3,1.5,5.8,467,0.7,0.6,2,96381
 2019-09-13T18:00:00.000Z,7.2,273.5,4,-0.8,-0.2,4.1,481,-0.6,-1.6,1.3,53505
 2019-09-13T19:00:00.000Z,7.2,273.5,2.6,-0.8,0.8,3.9,501,-2.4,-1.5,1.4,69167
 2019-09-13T20:00:00.000Z,7.2,273.6,1.1,-1.5,2,3.7,524,-4.3,0,1.7,94607
 2019-09-13T21:00:00.000Z,7.2,273.6,-0.2,-2.2,2.9,3.8,541,-4,0.7,1.7,85496
 2019-09-13T22:00:00.000Z,7.2,273.6,1,-1.2,2.3,3.9,518,-3.2,-0.7,1.6,75984
 2019-09-13T23:00:00.000Z,7.2,273.7,2.4,-0.8,2.3,3.6,514,-3.8,-0.7,1.5,98703
 2019-09-14T00:00:00.000Z,7.2,273.7,2.8,-0.1,1.7,3.4,506,-4,-1.4,1.4,94002
 2019-09-14T01:00:00.000Z,7.2,273.8,2.8,-0.3,1.3,3.2,495,-3.1,-0.7,1.4,83090
 2019-09-14T02:00:00.000Z,7.2,273.8,3.1,-0.9,0.2,3.3,483,-1.2,0.5,1.3,57894
 2019-09-14T03:00:00.000Z,7.2,273.8,3.1,-0.6,-1,3.4,478,-0.1,0.3,1.2,55881
 2019-09-14T04:00:00.000Z,7.2,273.9,3.3,-0.1,-1.2,3.7,486,-0.8,-0.9,1.5,77353
 2019-09-14T05:00:00.000Z,7.2,273.9,2.4,-0.2,-2.7,3.8,489,1.9,-0.8,1.7,71195
 2019-09-14T06:00:00.000Z,7.2,274,2.7,0.8,-2.2,3.7,479,1.2,-2.1,1.6,72423
 2019-09-14T07:00:00.000Z,7.2,274,3.3,1,-1,3.7,474,0,-2.4,1.7,69781
 2019-09-14T08:00:00.000Z,7.2,274,3,0.2,-1.4,3.6,476,0,-1.2,2,61612
 2019-09-14T09:00:00.000Z,7.2,274.1,3.6,-0.3,-0.3,3.7,465,-1.6,0.3,2.2,81932
 2019-09-14T10:00:00.000Z,7.2,274.1,3.4,-0.6,0.3,3.8,465,-3.5,-0.4,2.4,56401
 2019-09-14T11:00:00.000Z,7.2,274.2,3.4,-0.2,-1.4,3.8,456,-0.8,0,2.6,43197
 2019-09-14T12:00:00.000Z,7.2,274.2,1.9,1.3,-1.3,3.3,461,-1.4,-1.6,3.3,46690
 2019-09-14T13:00:00.000Z,7.2,274.3,2.9,0.7,-0.5,3.3,457,-1.6,-1.4,3.3,45286
 2019-09-14T14:00:00.000Z,7.2,274.3,3.4,0.1,0.2,3.7,451,-2.1,-1.1,3.3,43370
 2019-09-14T15:00:00.000Z,7.2,274.3,2.7,1.4,1.1,4,452,-2.8,-2.1,3.9,41959
 2019-09-14T16:00:00.000Z,7.2,274.4,2.7,2.6,0.6,4,447,-2.4,-2.1,3.6,41632
 2019-09-14T17:00:00.000Z,7.2,274.4,2.3,-1.8,0.6,4,445,-2.7,0.3,3.4,49098
 2019-09-14T18:00:00.000Z,7.2,274.5,0.4,-3.6,-0.1,3.9,454,-2.1,2.9,2.9,48745
 2019-09-14T19:00:00.000Z,7.2,274.5,1.9,-3.2,-0.1,3.8,441,-1.5,1.6,2.9,46650
 2019-09-14T20:00:00.000Z,7.2,274.5,2.9,-1.1,-0.6,3.6,434,-1.4,0.7,3.4,47154
 2019-09-14T21:00:00.000Z,7.2,274.6,2.7,-1.3,-1.5,3.6,429,-0.3,0.8,3.7,46641
 2019-09-14T22:00:00.000Z,7.2,274.6,3.1,-0.3,-0.2,3.5,427,-1.9,0.5,3.7,40781
 2019-09-14T23:00:00.000Z,7.2,274.7,2.7,0.9,0.4,3.5,421,-2.5,0,3.5,39840
 2019-09-15T00:00:00.000Z,7.2,274.7,3.1,-0.6,-0.7,3.5,421,-1.6,1.5,3.9,43118
 2019-09-15T01:00:00.000Z,7.2,274.7,3.5,-0.4,-0.8,3.9,425,-2.1,1.2,4.6,46151
 2019-09-15T02:00:00.000Z,7.2,274.8,3.1,-1.3,0.3,3.7,423,-2.7,2.1,4.5,48666
 2019-09-15T03:00:00.000Z,7.2,274.8,3.1,-1.9,-0.5,3.8,423,-1.9,1.9,5.1,50114
 2019-09-15T04:00:00.000Z,7.2,274.9,2.8,-2.5,-0.3,4.3,426,-2.7,2.1,5.6,50175
 2019-09-15T05:00:00.000Z,7.2,274.9,3.5,-1.4,-0.4,3.9,420,-2.6,1.5,5.9,51213
 2019-09-15T06:00:00.000Z,7.2,274.9,3.4,-1.6,0.2,4.3,425,-3.3,1.5,6.9,48321
 2019-09-15T07:00:00.000Z,7.2,275,3.5,-2.8,0.1,4.9,425,-3.2,2.4,7.3,46144
 2019-09-15T08:00:00.000Z,7.2,275,5,-1.2,2,6.1,428,-4.1,1.1,5.5,50328
 2019-09-15T09:00:00.000Z,7.2,275.1,5.2,-2.8,1.4,6.3,445,-3,2,4.6,78578
 2019-09-15T10:00:00.000Z,7.2,275.1,6.4,-0.1,1.3,6.6,446,-2.1,-1.8,5.1,73356
 2019-09-15T11:00:00.000Z,7.2,275.2,6.2,-1,1.5,6.5,441,-2.1,-1.4,5.2,72936
 2019-09-15T12:00:00.000Z,7.2,275.2,5.6,-1.8,1.6,6.3,438,-1.9,-0.1,5.6,66070
 2019-09-15T13:00:00.000Z,7.2,275.2,4.5,2.5,0.3,5.6,442,-0.8,-1.6,6.1,86150
 2019-09-15T14:00:00.000Z,7.2,275.3,3.5,2.4,0.4,4.9,461,0.3,-2.1,6.5,116350
 2019-09-15T15:00:00.000Z,7.2,275.3,5.1,-1.2,0.8,5.5,470,1.1,-1.6,7.1,122633
 2019-09-15T16:00:00.000Z,7.2,275.4,4.5,0.1,0.1,5,468,1,-1.9,7.6,122046
 2019-09-15T17:00:00.000Z,7.2,275.4,-0.5,3,-3.4,5.6,464,1.2,-2.1,7.3,98618
 2019-09-15T18:00:00.000Z,7.2,275.4,-4.3,-1.3,-3.1,5.7,455,0.7,-1.9,5.8,89357
 2019-09-15T19:00:00.000Z,7.2,275.5,-4.5,-3.8,-0.3,6,450,1.2,-1.6,5.2,99529
 2019-09-15T20:00:00.000Z,7.2,275.5,-1.1,-2.8,0.4,4.8,461,0.8,-0.5,6.6,111257
 2019-09-15T21:00:00.000Z,7.2,275.6,3.1,-3.4,1.3,4.9,466,0.3,0.5,7.1,107606
 2019-09-15T22:00:00.000Z,7.2,275.6,-2.8,-2.1,-0.8,4.8,459,0.8,0.8,6.6,97918
 2019-09-15T23:00:00.000Z,7.2,275.6,-2.1,-2.4,-2.2,4.5,452,0.4,0.4,6.1,90767
 2019-09-16T00:00:00.000Z,7.2,275.7,3.8,-1.6,0.2,4.8,462,1.1,0.3,6.1,108199
 2019-09-16T01:00:00.000Z,7.2,275.7,-2.4,-0.9,-2.9,4.3,470,1.2,-0.6,6.9,100564
 2019-09-16T02:00:00.000Z,7.2,275.8,-0.8,-2.4,-2.2,4.2,472,1.4,0,7.1,100925
 2019-09-16T03:00:00.000Z,7.2,275.8,4.1,-2.5,0.3,5.1,455,0.7,0,5.8,88107
 2019-09-16T04:00:00.000Z,7.2,275.8,3.6,-3.1,0,5.2,451,1.7,0.7,6,85218
 2019-09-16T05:00:00.000Z,7.2,275.9,4.5,-1.6,2.6,5.5,436,0.3,-0.2,5.6,83144
 2019-09-16T06:00:00.000Z,7.2,275.9,3.5,1.1,2.2,4.9,434,0.6,-1.2,6.2,78483
 2019-09-16T07:00:00.000Z,7.2,276,0,3.6,1,3.8,450,0.4,-1.2,6.5,62434
 2019-09-16T08:00:00.000Z,7.2,276,0.6,3.1,0.9,3.3,452,0.6,0.1,6.2,56807
 2019-09-16T09:00:00.000Z,7.2,276.1,0.9,0.8,-0.2,2.6,449,0,-0.6,6.2,65735
 2019-09-16T10:00:00.000Z,7.2,276.1,2.1,2.4,-0.4,3.3,450,-0.5,-0.8,5.3,71537
 2019-09-16T11:00:00.000Z,7.2,276.1,0.5,2.7,-0.5,3.3,453,-0.7,-0.9,7,48895
 2019-09-16T12:00:00.000Z,7.2,276.2,-0.8,4,-0.2,4.1,447,-0.7,-0.7,5.9,48274
 2019-09-16T13:00:00.000Z,7.2,276.2,0.5,3.5,0,3.7,456,-0.7,-0.3,6.7,43981
 2019-09-16T14:00:00.000Z,7.2,276.3,2.8,1.3,0.2,3.2,460,-1,0.5,6.2,61464
 2019-09-16T15:00:00.000Z,7.2,276.3,1.8,-1.7,-0.1,3.6,454,-0.9,1.3,5.3,72408
 2019-09-16T16:00:00.000Z,7.2,276.3,2,-1.8,0.3,3.7,449,-0.7,1.7,5.7,63414
 2019-09-16T17:00:00.000Z,7.2,276.4,4,-1,0,4.2,445,0.2,1.4,4.5,69911
 2019-09-16T18:00:00.000Z,7.2,276.4,3.6,-1.3,-0.5,4.1,447,-0.2,1.4,5.5,66943
 2019-09-16T19:00:00.000Z,7.2,276.5,-0.1,-0.2,-0.1,3.3,435,0.4,0.8,8.5,59815
 2019-09-16T20:00:00.000Z,7.2,276.5,3.4,-3.3,-0.6,4.8,440,1.2,1,6.5,68651
 2019-09-16T21:00:00.000Z,7.2,276.5,3.3,-3,2,5.4,437,1.8,0,6.8,79136
 2019-09-16T22:00:00.000Z,7.2,276.6,2.9,-2.7,1.7,4.7,429,1.6,-0.2,6.8,69434
 2019-09-16T23:00:00.000Z,7.2,276.6,3.3,-3.7,0.1,5.1,424,0.9,-0.9,6.5,53481
 2019-09-17T00:00:00.000Z,7.2,276.7,1.7,-1.8,-1.7,3.5,423,1.1,-1.3,8.3,52794
 2019-09-17T01:00:00.000Z,7.2,276.7,-1.5,1,0.1,2.1,414,1.1,0,11.9,42401
 2019-09-17T02:00:00.000Z,7.2,276.7,-2.7,1.6,-0.4,3.2,408,0.7,0.6,12.2,37045
 2019-09-17T03:00:00.000Z,7.2,276.8,-2.1,0.9,0,2.3,407,1.2,0.2,15.3,42514
 2019-09-17T04:00:00.000Z,7.2,276.8,-1.7,0.8,-0.3,2,403,2.1,-0.3,14.8,44292
 2019-09-17T05:00:00.000Z,7.2,276.9,-1.7,2.3,-1,3.1,391,2.7,-0.2,13.9,34895
 2019-09-17T06:00:00.000Z,7.2,276.9,-1.5,3.1,-0.8,3.8,386,1.8,0.1,11.7,33151
 2019-09-17T07:00:00.000Z,7.2,277,-0.1,4.5,-1.5,5.1,386,0.4,1.3,5.7,56143
 2019-09-17T08:00:00.000Z,7.2,277,-3,2.8,-1.1,4.5,378,0.2,-0.3,7.3,63823
 2019-09-17T09:00:00.000Z,7.2,277,-2.1,3.2,2.6,5,384,1.3,0.3,8.5,74630
 2019-09-17T10:00:00.000Z,7.2,277.1,-3.1,4.2,-0.3,5.4,380,0.8,1,6.3,75945
 2019-09-17T11:00:00.000Z,7.2,277.1,-1,3.9,0.3,4.4,380,-0.5,-0.1,7.9,67818
 2019-09-17T12:00:00.000Z,7.2,277.2,-0.8,4.4,0.5,4.8,379,-0.3,-0.3,7.3,69355
 2019-09-17T13:00:00.000Z,7.2,277.2,-2.8,3.7,0.9,5.1,358,1.3,0.1,5.2,61327
 2019-09-17T14:00:00.000Z,7.2,277.2,-3.6,3,1.7,5.1,353,3.1,0.8,4.8,53490
 2019-09-17T15:00:00.000Z,7.2,277.3,-2.9,4.3,0.1,5.3,359,0.7,0.7,5,59562
 2019-09-17T16:00:00.000Z,7.2,277.3,-3.6,2.5,-1.8,5,350,-2.8,0,4.5,48827
 2019-09-17T17:00:00.000Z,7.2,277.4,-3.6,2.4,-1,4.7,353,-0.9,0.4,3.6,50238
 2019-09-17T18:00:00.000Z,7.2,277.4,-0.9,1.4,-1.7,4.8,392,-1.9,-0.7,6.3,74610
 2019-09-17T19:00:00.000Z,7.2,277.4,-0.2,3.2,-2.8,5.1,403,-3.6,-0.9,8.4,68711
 2019-09-17T20:00:00.000Z,7.2,277.5,1.9,1.7,2.5,4.8,413,-1.2,0,15.9,36446
 2019-09-17T21:00:00.000Z,7.2,277.5,-1.9,-4.7,-3.3,6.2,409,-0.8,-1.8,3.3,61924
 2019-09-17T22:00:00.000Z,7.2,277.6,3.2,-1.5,-0.1,3.8,433,-1,-1.7,5.5,76227
 2019-09-17T23:00:00.000Z,7.2,277.6,1.9,-1.7,0.5,3,431,-0.3,-1.1,5.3,76201
 2019-09-18T00:00:00.000Z,7.2,277.6,0.2,-1.4,-2,3.1,436,-0.7,-1.4,4.9,75436
 2019-09-18T01:00:00.000Z,7.2,277.7,0.8,-3,-0.4,3.3,446,-1,-1.4,4.7,67157
 2019-09-18T02:00:00.000Z,7.2,277.7,3.4,-0.8,0,3.7,434,-0.9,-2,4.5,60564
 2019-09-18T03:00:00.000Z,7.2,277.8,1,-1.8,0.6,2.5,420,0.7,-1.7,5.4,63662
 2019-09-18T04:00:00.000Z,7.2,277.8,0.9,-2.2,-0.5,2.5,408,0.3,-0.6,6.8,52344
 2019-09-18T05:00:00.000Z,7.2,277.9,0.6,-2.1,-1.1,2.6,402,0.6,-0.1,7.3,45374
 2019-09-18T06:00:00.000Z,7.2,277.9,-0.5,-1.3,-1.2,2.4,398,1,-0.3,11.8,26364
 2019-09-18T07:00:00.000Z,7.2,277.9,-1.6,-0.7,-1.5,3.7,397,0.3,-1.1,8.8,37056
 2019-09-18T08:00:00.000Z,7.2,278,-1.8,1.6,-1.4,3.6,411,-0.4,-1.6,5.7,53006
 2019-09-18T09:00:00.000Z,7.2,278,-0.9,3.3,2,4.3,414,-0.9,-1.5,6.3,41475
 2019-09-18T10:00:00.000Z,7.2,278.1,-0.6,3.9,-0.9,4.4,419,-1.1,-1.6,5.6,47524
 2019-09-18T11:00:00.000Z,7.2,278.1,-0.1,-0.4,-3.4,4.1,417,-0.2,-1.3,5,57103
 2019-09-18T12:00:00.000Z,7.2,278.1,2.7,-1.7,-1.3,3.6,412,-0.3,-0.9,4.9,59569
 2019-09-18T13:00:00.000Z,7.2,278.2,1.8,-2.2,0.8,3.4,413,-0.6,-0.6,4.8,63119
 2019-09-18T14:00:00.000Z,7.2,278.2,1.2,-2.1,0.1,2.8,412,-0.2,-0.8,4.5,64427
 2019-09-18T15:00:00.000Z,7.2,278.3,0.8,-1.9,0,2.7,412,-0.2,-1.3,4.4,63299
 2019-09-18T16:00:00.000Z,7.2,278.3,0.9,-1.7,-0.5,2.6,407,0,-1.3,4.2,60149
 2019-09-18T17:00:00.000Z,7.2,278.3,1.4,-2.2,-0.3,2.9,401,-0.2,-0.8,4,54160
 2019-09-18T18:00:00.000Z,7.2,278.4,1.5,-1.8,0.7,2.6,394,-1.6,-1.7,3.6,52720
 2019-09-18T19:00:00.000Z,7.2,278.4,2.4,-1.5,0,2.9,388,-1.5,-2.4,3.3,47446
 2019-09-18T20:00:00.000Z,7.2,278.5,1.9,-1.6,-0.7,2.7,389,-1.3,-2.5,3.5,49285
 2019-09-18T21:00:00.000Z,7.2,278.5,1.8,-0.6,-1.2,2.4,388,-1.4,-3,3.7,51497
 2019-09-18T22:00:00.000Z,7.2,278.6,2.2,-0.5,0.1,2.4,387,-2.3,-2.5,3.7,50128
 2019-09-18T23:00:00.000Z,7.2,278.6,2.4,-0.9,0.7,2.8,389,-2,-1,3.4,50670
 2019-09-19T00:00:00.000Z,7.2,278.6,2.2,-0.5,1.9,3,388,-2.6,-0.7,3.2,43898
 2019-09-19T01:00:00.000Z,7.2,278.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,390,-1.9,-0.4,3.1,46638
 2019-09-19T02:00:00.000Z,7.2,278.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,384,-0.3,0,2.9,46258
 2019-09-19T03:00:00.000Z,7.2,278.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,375,-1,0.5,2.6,41259
 2019-09-19T04:00:00.000Z,7.2,278.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,377,-2.3,0.6,2.8,43739
 2019-09-19T05:00:00.000Z,7.2,278.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,373,-2.4,-0.2,3,43625
 2019-09-19T06:00:00.000Z,7.2,278.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,372,-1.7,0,3.3,42671
 2019-09-19T07:00:00.000Z,7.2,278.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,377,-1.6,-0.4,3.5,45752
 2019-09-19T08:00:00.000Z,7.2,279,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,380,-2,-1.5,3.8,46664
 2019-09-19T09:00:00.000Z,7.2,279,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,379,-2.2,-1.4,4,45781
 2019-09-19T10:00:00.000Z,7.2,279,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,374,-2.7,-0.9,4,43272
 2019-09-19T11:00:00.000Z,7.2,279.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,375,-2.2,0,4.1,45928
 2019-09-19T12:00:00.000Z,7.2,279.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,377,-2.2,-0.8,4.6,48546
 2019-09-19T13:00:00.000Z,7.2,279.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,374,-2.3,-0.8,5.4,26036
 2019-09-19T14:00:00.000Z,7.2,279.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,375,-2.4,-0.5,5.2,35422
 2019-09-19T15:00:00.000Z,7.2,279.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,364,-2.5,-0.6,5.5,39054
 2019-09-19T16:00:00.000Z,7.2,279.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,362,-2.3,-0.9,4.8,41382
 2019-09-19T17:00:00.000Z,7.2,279.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,356,-2.6,-0.8,4.4,44021
 2019-09-19T18:00:00.000Z,7.2,279.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,352,-2.5,-1,4.9,48428
 2019-09-19T19:00:00.000Z,7.2,279.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,351,-2.3,-0.5,5,45127
 2019-09-19T20:00:00.000Z,7.2,279.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,350,-1.5,-0.3,4.7,41395
 2019-09-19T21:00:00.000Z,7.2,279.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,349,-1.6,-0.9,4.6,43656
 2019-09-19T22:00:00.000Z,7.2,279.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,347,-1.1,-0.5,4.5,48407
 2019-09-19T23:00:00.000Z,7.2,279.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,350,-0.3,-0.5,4.6,45813
 2019-09-20T00:00:00.000Z,7.1,279.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,359,0.1,-1,4.8,42783
 2019-09-20T01:00:00.000Z,7.1,279.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,354,-0.2,-0.6,4.8,48946
 2019-09-20T02:00:00.000Z,7.1,279.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,343,-0.3,-0.6,4.5,42140
 2019-09-20T03:00:00.000Z,7.1,279.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,343,0.2,-0.3,4.3,43918
 2019-09-20T04:00:00.000Z,7.1,279.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,340,0.7,0.2,4.5,44122
 2019-09-20T05:00:00.000Z,7.1,279.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,339,0.8,0.2,5,39854
 2019-09-20T06:00:00.000Z,7.1,279.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,341,0.5,0.8,5.2,35820
 2019-09-20T07:00:00.000Z,7.1,279.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,337,0.1,1,5.4,32748
 2019-09-20T08:00:00.000Z,7.1,279.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,333,0.3,0.5,5.8,29217
 2019-09-20T09:00:00.000Z,7.1,280,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,329,0.1,0.5,5.6,26915
 2019-09-20T10:00:00.000Z,7.1,280,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,321,0.9,0.3,6.1,22213
 2019-09-20T11:00:00.000Z,7.1,280.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,321,0,0.5,6.6,23379
 2019-09-20T12:00:00.000Z,7.1,280.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,315,-0.2,-0.1,7.3,19474
 2019-09-20T13:00:00.000Z,7.1,280.1,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,315,-0.5,0.3,8.1,17676
 2019-09-20T14:00:00.000Z,7.1,280.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,310,-1.2,0.2,7.8,17287
 2019-09-20T15:00:00.000Z,7.1,280.2,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,310,-1.5,0,7,19613
 2019-09-20T16:00:00.000Z,7.1,280.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,314,-1.5,-0.6,8.2,23471
 2019-09-20T17:00:00.000Z,7.1,280.3,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,313,-1.7,-0.1,9.9,21899
 2019-09-20T18:00:00.000Z,7.1,280.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,306,-2,0.7,10.5,17516
 2019-09-20T19:00:00.000Z,7.1,280.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,305,-1.5,0.3,10.4,16778
 2019-09-20T20:00:00.000Z,7.1,280.4,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,304,-1.2,0,10.9,15008
 2019-09-20T21:00:00.000Z,7.1,280.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,304,-0.1,0.5,11.5,14260
 2019-09-20T22:00:00.000Z,7.1,280.5,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,302,-0.3,1.8,10.9,14342
 2019-09-20T23:00:00.000Z,7.1,280.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,298,-0.6,3,10.3,13754
 2019-09-21T00:00:00.000Z,7.1,280.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,295,-0.8,3.1,10.9,13211
 2019-09-21T01:00:00.000Z,7.1,280.6,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,296,0.1,2.9,12.3,13552
 2019-09-21T02:00:00.000Z,7.1,280.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,295,-0.3,2.4,12.9,14721
 2019-09-21T03:00:00.000Z,7.1,280.7,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,300,0.3,2.8,13.7,14631
 2019-09-21T04:00:00.000Z,7.1,280.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,300,0.2,3.1,14.9,14978
 2019-09-21T05:00:00.000Z,7.1,280.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,304,-0.1,3.6,15.9,17584
 2019-09-21T06:00:00.000Z,7.1,280.8,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,318,-1.3,2.2,20,22383
 2019-09-21T07:00:00.000Z,7.1,280.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,353,-1.3,-2.2,11.7,33715
 2019-09-21T08:00:00.000Z,7.1,280.9,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,344,-2.6,-1.5,9.3,43661
 2019-09-21T09:00:00.000Z,7.1,281,-1.00E+31,-1.00E+31,-1.00E+31,-1.00E+31,347,-2.5,-2.4,8.9,53219
